return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,"","",decompression_query,zstd,publicbi-Telco-TOTAL_OUTGOING_MIN_P6,11649024,2.991872,1.229689,f32,0,2
0,"","",decompression,GDeflate,alp-stocks_de,348520448,6.617888,1.317195,f64,0,1
0,"","",decompression_query,BitcompSparse,publicbi-Telco-RECHRG_TOTAL_LOAD_P4,11649024,0.120224,1.441491,f32,0,3
0,2.822662,53.707291,decompression,GALP,alp-gov30,1128988672,2.580576,8.702177,f64,0,2
0,"","",decompression_query,Bitcomp,publicbi-CMSprovider-LINE_SRVC_CNT,37150720,0.327008,1.012076,f32,0,3
0,"","",decompression,Deflate,alp-neon_pm10_dust,1769472,4.497664,1.459468,f64,0,2
0,"","",decompression_query,Thrust,alp-nyc29,139567104,2.260192,1.000000,f64,0,1
0,"","",decompression_query,BitcompSparse,publicbi-Telco-TOTAL_OUTGOING_REV_P1,11649024,0.112576,1.004950,f32,0,5
0,17.482771,174.158228,decompression,GALP,publicbi-Telco-TOTAL_MINS_P2,11649024,0.024224,1.221322,f32,0,3
0,"","",decompression,Bitcomp,publicbi-Telco-RECHRG_TOTAL_LOAD_P6,11649024,0.134208,1.060339,f32,0,3
0,"","",decompression_query,Bitcomp,alp-bird_migration_f,139264,0.069664,1.016526,f64,0,4
0,"","",decompression,Snappy,publicbi-CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,37150720,1.213152,2.165669,f32,0,3
0,"","",decompression_query,Bitcomp,publicbi-CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,37150720,0.292768,1.506906,f32,0,1
0,"","",decompression_query,LZ4,publicbi-Telco-RECHRG_TOTAL_LOAD_P6,11649024,2.400384,1.332931,f32,0,2
0,"","",decompression_query,Bitcomp,publicbi-CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,37150720,0.303776,1.042253,f32,0,4
0,"","",decompression_query,Thrust,publicbi-Telco-RECHRG_TOTAL_LOAD_P1,11649024,0.390560,1.000000,f32,0,4
0,"","",decompression_query,Thrust,alp-city_temperature_f,23240704,0.405664,1.000000,f64,0,2
0,"","",decompression,Snappy,publicbi-Telco-TOTAL_MINS_P1,11649024,1.064608,1.134913,f32,0,3
0,"","",decompression_query,BitcompSparse,publicbi-Telco-TOTAL_MINS_P2,11649024,0.129024,1.036270,f32,0,2
0,0.598677,354.966152,decompression,ALP,publicbi-CMSprovider-STDEV_SUBMITTED_CHRG_AMT,37150720,0.213856,1.850524,f32,0,2
0,"","",decompression_query,Snappy,alp-gov31,1128988672,8.562784,12.564363,f64,0,4
0,"","",decompression,GDeflate,publicbi-CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,37150720,1.587936,2.192873,f32,0,5
0,"","",decompression,BitcompSparse,publicbi-Telco-RECHRG_INC_MIN_USED_P2,11649024,0.110272,1.042388,f32,0,3
0,"","",decompression,LZ4,publicbi-Telco-TOTAL_OUTGOING_REV_P1,11649024,1.304192,1.035391,f32,0,5
0,"","",decompression,LZ4,alp-food_prices,16400384,1.678240,2.391614,f64,0,1
0,"","",decompression_query,BitcompSparse,alp-city_temperature_f,23240704,0.162496,1.008414,f64,0,5
0,"","",decompression,BitcompSparse,publicbi-Telco-ONNET_MINS_P4,11649024,0.114272,1.290143,f32,0,3
0,24.209900,8.154085,decompression,ALP,alp-arade4,79110144,0.185344,2.566892,f64,0,5
0,"","",decompression_query,LZ4,publicbi-CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,37150720,2.392992,1.247536,f32,0,1
0,"","",decompression,Bitcomp,publicbi-Telco-FREE_MINS_P1,11649024,0.149792,1.116689,f32,0,3
0,"","",decompression,Snappy,publicbi-Telco-RECHRG_TOTAL_LOAD_P2,11649024,2.055616,1.624294,f32,0,2
0,"","",decompression,zstd,publicbi-CommonGovernment-nongsadollar,45547520,3.333632,1.700142,f32,0,4
0,"","",decompression,Deflate,alp-nyc29,139567104,17.628799,1.186287,f64,0,3
0,"","",decompression_query,Snappy,alp-medicare1,74301440,2.153184,1.639495,f64,0,2
0,"","",decompression,LZ4,alp-cms9,148602880,2.854176,2.573858,f64,0,1
0,"","",decompression_query,zstd,alp-bird_migration_f,139264,1.564128,2.814665,f64,0,3
0,"","",decompression_query,Snappy,publicbi-Telco-RECHRG_TOTAL_LOAD_P4,11649024,1.778848,2.333990,f32,0,4
0,16.151547,56.390295,decompression_query,GALP,publicbi-Telco-OFFNET_REV_P1,11649024,0.018880,1.653787,f32,0,3
0,"","",decompression,GDeflate,publicbi-Telco-ONNET_MINS_P1,11649024,1.359552,1.312592,f32,0,5
0,16.469761,155.457454,decompression_query,GALP,publicbi-Telco-ONNET_MINS_P1,11649024,0.020864,1.316249,f32,0,4
0,"","",decompression,Deflate,publicbi-Telco-TOTAL_MINS_P3,11649024,4.784832,1.482191,f32,0,3
0,"","",decompression_query,Bitcomp,alp-gov40,1128988672,3.939680,66.118218,f64,0,5
0,"","",decompression,Deflate,alp-arade4,79110144,11.342784,1.072201,f64,0,4
0,"","",decompression_query,LZ4,alp-neon_pm10_dust,1769472,1.512896,3.348438,f64,0,3
0,"","",decompression,Bitcomp,alp-bird_migration_f,139264,0.063776,1.016526,f64,0,1
0,"","",decompression_query,LZ4,publicbi-Telco-FREE_MINS_P3,11649024,2.243840,1.750866,f32,0,4
0,21.157876,188.267229,decompression,ALP,publicbi-Telco-TOTAL_OUTGOING_REV_P1,11649024,0.069536,1.065332,f32,0,3
0,23.185162,260.064119,decompression_query,ALP,publicbi-CommonGovernment-baseandexercisedoptionsvalue,45547520,0.210560,0.903180,f32,0,3
0,"","",decompression,LZ4,alp-arade4,79110144,2.067552,1.482151,f64,0,2
0,"","",decompression_query,Snappy,publicbi-Telco-TOTAL_INCOMING_MIN_P1,11649024,1.010368,1.097616,f32,0,1
